Wall time,Epoch,Loss
1554556035.7612855,0,35.30087661743164
1554559933.3601956,1,13.341352462768555
1554563822.2638044,2,12.42318058013916
1554567712.18269,3,12.11612606048584
1554571596.2321172,4,11.97372817993164
1554575467.066399,5,11.91303825378418
1554579351.389832,6,11.888062477111816
1554583223.7944846,7,11.881277084350586
1554587100.2115724,8,11.87943172454834
1554590982.2737904,9,11.876727104187012
1554594866.492326,10,11.866565704345703
1554598737.992039,11,11.862295150756836
1554602629.548009,12,11.863751411437988
1554606503.9231534,13,11.871432304382324
1554610382.2956743,14,11.851902961730957
1554614264.6372168,15,11.84903621673584
1554618144.9808896,16,11.859694480895996
1554622028.6240673,17,11.847610473632812
1554625912.9206996,18,11.841146469116211
1554629800.3376849,19,11.844625473022461
1554633686.8511724,20,11.849177360534668
1554637581.8743489,21,11.83676528930664
1554641452.1035464,22,11.839378356933594
1554645325.2313845,23,11.842753410339355
1554649196.906278,24,11.83582878112793
1554653071.440241,25,11.841910362243652
1554656936.2733853,26,11.83645248413086
1554660796.3980854,27,11.832598686218262
1554664667.9100676,28,11.838786125183105
1554668543.8423438,29,11.822196960449219
1554672358.9013572,30,9.381020545959473
1554676130.4591823,31,7.825527191162109
1554679901.555838,32,7.043309688568115
1554683674.9662173,33,6.514171600341797
1554687456.2800581,34,6.12002420425415
1554691234.1839654,35,5.815890312194824
1554695020.8389065,36,5.559151649475098
1554698808.1486778,37,5.344701766967773
1554702587.7473185,38,5.185160160064697
1554706378.861133,39,5.025941848754883
1554710156.7302864,40,4.895484447479248
1554713933.6098678,41,4.785953521728516
1554717963.6546986,42,4.688150405883789
1554721760.5444922,43,4.5941009521484375
1554725606.0176966,44,4.513186931610107
1554729439.767815,45,4.4382781982421875
1554733262.8977268,46,4.374841690063477
1554737073.5060773,47,4.316293716430664
1554740901.1817381,48,4.248194694519043
1554744717.9893093,49,4.207794189453125
1554748534.614359,50,4.152634143829346
1554752371.2011685,51,4.1116790771484375
1554756204.4824982,52,4.080907821655273
1554760039.719991,53,4.0445051193237305
1554763865.9329548,54,4.008547306060791
1554767709.781181,55,3.9769504070281982
1554771537.4712286,56,3.935397148132324
1554775369.301783,57,3.9072492122650146
1554779207.2241602,58,3.8814260959625244
1554783032.0835702,59,3.8623313903808594
1554786868.496468,60,3.8301618099212646
1554790713.9378207,61,3.808600902557373
1554794543.9584565,62,3.7838211059570312
1554798364.5973897,63,3.7668581008911133
1554802616.9981618,64,3.744368553161621
1554806479.0064776,65,3.7320938110351562
1554810489.1760242,66,3.707956552505493
1554814399.7418823,67,3.696833372116089
1554818329.1635697,68,3.6763577461242676
1554822257.491319,69,3.66272234916687
1554826197.011215,70,3.6459782123565674
1554830115.0137885,71,3.628541946411133
1554834041.69693,72,3.6183342933654785
1554837972.287436,73,3.595980644226074
1554841894.1525002,74,3.5870041847229004
1554845817.3603654,75,3.5728769302368164
1554849732.4670908,76,3.56253719329834
1554853653.055874,77,3.5555419921875
1554857577.4074235,78,3.5439844131469727
1554861500.4208066,79,3.531275987625122
1554865534.4725313,80,3.3777992725372314
1554869537.687636,81,3.2976975440979004
1554873530.7320843,82,3.2555429935455322
1554877509.1171925,83,3.2253193855285645
1554881509.6563172,84,3.2009329795837402
1554885470.1976402,85,3.177172899246216
1554889382.3926315,86,3.1545307636260986
1554893327.7242854,87,3.1389729976654053
1554897183.1390336,88,3.119809150695801
1554901619.5609474,89,3.103365182876587
1554907466.0243337,90,3.0865871906280518
1554911719.1399157,91,3.0723302364349365
1554916827.794572,92,3.0590226650238037
1554920837.469469,93,3.041694164276123
1554924855.4984343,94,3.0262787342071533
1554928810.477589,95,3.0226809978485107
1554932727.7028532,96,3.0216028690338135
1554936631.2760603,97,3.021056652069092
1554940547.3169587,98,3.017486572265625
1554944479.0776405,99,3.0162086486816406
